Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDR46,2962,OUT035
FDZ32,1805,OUT046
DRF36,2848,OUT017
NCU54,3743,OUT017
NCI31,997,OUT017
DRA59,2859,OUT035
NCC55,762,OUT045
FDE44,592,OUT018
NCN26,1679,OUT018
FDC11,1509,OUT049
FDV24,2228,OUT035
FDR40,202,OUT019
NCQ17,3036,OUT049
FDC46,2919,OUT045
NCM18,802,OUT046
FDK16,1518,OUT046
FDI28,1467,OUT017
FDS11,3330,OUT018
DRD13,778,OUT046
FDL36,1586,OUT035
FDI27,921,OUT013
FDJ53,204,OUT019
FDS44,3910,OUT045
FDE28,3872,OUT046
FDQ33,2572,OUT018
FDB37,4327,OUT017
FDQ31,1295,OUT045
NCQ05,2719,OUT046
FDE10,1616,OUT013
FDF38,698,OUT017
FDE50,445,OUT019
DRG37,375,OUT010
NCH06,3877,OUT049
FDY14,4243,OUT045
FDO27,1737,OUT017
FDQ19,3675,OUT049
FDZ26,626,OUT019
FDN51,3935,OUT013
FDK20,1825,OUT035
FDD40,2834,OUT018
DRI25,596,OUT018
FDH56,1733,OUT017
FDI36,4509,OUT027
DRH11,550,OUT018
NCV18,1896,OUT017
DRI01,2909,OUT049
DRE48,2714,OUT049
FDS51,939,OUT035
FDM38,767,OUT017
FDB60,4328,OUT027
FDY58,3890,OUT035
FDY22,2674,OUT045
FDF11,5328,OUT027
FDZ51,1829,OUT035
FDQ45,2791,OUT017
FDF17,3173,OUT035
NCF31,4524,OUT027
FDA37,1721,OUT013
FDO51,1104,OUT046
FDF34,2779,OUT013
FDD57,1457,OUT018
FDO37,3921,OUT046
FDR49,818,OUT049
FDS39,2769,OUT049
FDI48,1485,OUT027
DRM35,3012,OUT049
FDV57,3100,OUT035
FDZ55,2813,OUT013
FDI28,1503,OUT035
FDS21,685,OUT045
FDT34,1777,OUT013
DRI25,849,OUT035
FDT47,516,OUT010
DRH39,1244,OUT045
NCD54,1935,OUT045
FDU16,2671,OUT027
NCW29,1593,OUT045
FDV25,5919,OUT027
FDM56,1764,OUT035
FDZ04,1415,OUT027
FDG59,-220,OUT019
FDI56,1514,OUT045
FDS33,1668,OUT035
FDC23,3119,OUT049
FDT11,2563,OUT049
FDG17,4042,OUT045
FDZ44,1331,OUT045
FDJ52,2581,OUT013
DRI23,2801,OUT046
DRE15,287,OUT010
NCF07,1713,OUT013
NCR29,827,OUT049
FDE44,-123,OUT019
FDT23,1694,OUT035
NCG06,3950,OUT017
NCU41,844,OUT010
FDH46,1608,OUT017
FDV31,2781,OUT013
NCT41,4338,OUT027
FDE22,4531,OUT027
FDC26,1493,OUT045
DRF51,878,OUT017
NCY53,455,OUT019
FDY21,3306,OUT017
FDL27,794,OUT013
FDZ34,4047,OUT049
NCF43,406,OUT010
FDC21,1840,OUT035
FDL26,2559,OUT013
FDT25,448,OUT010
NCR30,1380,OUT046
DRL23,361,OUT019
NCR05,2548,OUT049
NCE19,646,OUT018
FDY07,725,OUT035
FDB10,4025,OUT017
FDP57,1744,OUT013
FDU48,202,OUT019
FDH48,1546,OUT035
FDO33,2030,OUT035
NCU29,2715,OUT045
FDW35,719,OUT046
FDH05,591,OUT010
FDP26,1593,OUT049
DRG27,827,OUT035
FDQ33,2857,OUT046
FDH20,259,OUT010
FDV14,1624,OUT046
DRD01,733,OUT046
NCI17,1711,OUT049
FDF39,848,OUT010
FDX37,1579,OUT046
NCX17,3025,OUT035
FDN03,4028,OUT013
NCS41,379,OUT010
FDH34,2688,OUT045
NCX53,2568,OUT018
FDY31,2631,OUT046
FDD20,1735,OUT017
FDE51,724,OUT045
FDV27,1654,OUT046
FDF16,2709,OUT035
FDZ02,1586,OUT049
NCK05,820,OUT045
FDM12,4509,OUT027
NCA05,2108,OUT018
FDX33,2648,OUT045
FDM25,2918,OUT049
FDE41,1317,OUT018
FDW14,1708,OUT045
NCD30,1611,OUT046
FDB23,596,OUT010
FDF45,577,OUT046
FDW20,1569,OUT017
FDF47,2889,OUT045
NCR05,335,OUT019
DRB01,2581,OUT046
FDE36,2916,OUT013
FDU56,2914,OUT049
FDB23,3764,OUT049
FDN48,1629,OUT049
FDS43,2678,OUT013
NCN05,2431,OUT013
NCL53,3006,OUT049
FDL56,1701,OUT046
FDH17,1287,OUT018
FDP37,2118,OUT046
FDG09,432,OUT019
FDA55,4127,OUT045
FDX31,3744,OUT049
FDJ41,3957,OUT045
DRC24,2622,OUT045
FDQ21,1905,OUT035
NCT54,1693,OUT045
FDH08,4012,OUT049
FDY38,3415,OUT018
DRM11,538,OUT010
FDG32,3610,OUT049
NCH18,3752,OUT046
FDI20,4017,OUT035
FDA33,2454,OUT018
FDN45,3651,OUT013
FDT45,-30,OUT010
FDR32,3963,OUT035
FDA48,3992,OUT017
FDN23,2681,OUT017
NCR18,939,OUT035
FDD45,1610,OUT046
FDI22,3017,OUT018
FDT09,2403,OUT013
DRC24,4490,OUT027
FDT39,2645,OUT046
FDX28,1471,OUT045
FDA50,1347,OUT018
FDT33,4565,OUT027
FDQ60,1830,OUT049
NCM19,1411,OUT018
FDF40,3705,OUT046
NCI30,3826,OUT035
FDK34,3994,OUT049
FDA38,5924,OUT027
FDT02,723,OUT045
FDC11,1664,OUT017
FDD08,804,OUT046
NCS29,4002,OUT046
DRI03,368,OUT010
FDK48,1644,OUT035
FDM52,2946,OUT049
FDP49,1003,OUT035
DRA24,2508,OUT046
NCJ43,2866,OUT049
FDE11,3901,OUT045
FDP01,2843,OUT049
FDQ59,1434,OUT018
FDA43,398,OUT019
FDL14,2903,OUT017
FDV50,96,OUT010
FDT01,5942,OUT027
NCC42,2742,OUT035
FDO28,1651,OUT046
FDD32,324,OUT019
FDV45,2962,OUT035
NCW17,455,OUT019
NCJ17,2765,OUT027
NCF18,2774,OUT049
FDP01,2549,OUT045
FDH24,2331,OUT045
FDI38,5942,OUT027
FDX03,834,OUT035
FDY28,3797,OUT046
FDN34,2683,OUT018
FDJ02,2533,OUT045
FDW40,392,OUT019
FDX03,808,OUT017
FDE17,4462,OUT027
FDT58,2688,OUT046
FDI38,3979,OUT013
FDW22,3944,OUT035
FDS15,2774,OUT027
NCX06,2787,OUT013
DRK47,4009,OUT035
FDC23,4786,OUT027
FDM56,299,OUT010
FDP21,2669,OUT046
FDP58,3480,OUT046
FDA27,626,OUT019
FDK41,204,OUT019
NCH42,3904,OUT046
FDG29,658,OUT045
FDW15,2508,OUT018
FDD28,484,OUT018
FDQ37,3171,OUT049
FDC23,3795,OUT035
FDV13,1497,OUT035
FDK33,3718,OUT046
FDO33,2123,OUT013
FDN21,2617,OUT017
NCW06,4524,OUT027
FDI38,4111,OUT035
FDC21,2950,OUT027
NCS05,1963,OUT046
NCN53,940,OUT049
FDV40,111,OUT010
FDG60,4013,OUT017
NCY30,4524,OUT027
FDM40,2505,OUT045
NCO30,2574,OUT046
FDK10,2547,OUT046
FDM36,2477,OUT045
FDN10,1850,OUT013
FDM46,1374,OUT018
FDX50,1655,OUT049
FDP33,3667,OUT045
FDO12,2737,OUT045
FDC28,1487,OUT013
FDO31,1431,OUT045
FDX45,2962,OUT035
FDV21,1797,OUT049
FDH04,1732,OUT049
NCG54,2918,OUT013
FDO13,2244,OUT046
FDA09,4565,OUT027
FDC38,1726,OUT017
NCO42,2060,OUT046
FDL45,1877,OUT049
NCK31,531,OUT013
FDM39,2547,OUT017
FDC22,455,OUT010
FDF46,1696,OUT046
FDQ37,2860,OUT045
FDH41,618,OUT010
FDQ04,807,OUT046
NCQ02,4524,OUT027
FDJ57,3874,OUT027
NCE07,2547,OUT049
FDE56,823,OUT013
FDI20,3910,OUT049
FDK36,514,OUT018
FDP08,4736,OUT027
FDF44,2242,OUT017
NCU53,2387,OUT017
FDF47,2933,OUT035
FDS55,536,OUT010
FDZ52,243,OUT010
FDL04,1491,OUT018
NCM26,2946,OUT035
FDX43,2012,OUT049
FDP52,4127,OUT049
DRK49,714,OUT045
FDE38,2736,OUT013
DRF13,2896,OUT035
FDK41,46,OUT010
FDJ04,2672,OUT027
FDZ44,1212,OUT018
FDS11,3891,OUT013
FDA55,4242,OUT049
NCW53,2336,OUT046
FDB49,2616,OUT027
FDD23,3689,OUT017
NCV42,1581,OUT045
NCZ29,1423,OUT018
FDQ26,780,OUT013
FDV08,706,OUT017
FDC53,1571,OUT049
FDV58,-4,OUT010
NCP02,-77,OUT019
DRI37,686,OUT045
FDQ12,3875,OUT049
FDE33,1649,OUT046
FDX27,1268,OUT045
FDM22,971,OUT017
NCH30,335,OUT019
FDC04,3931,OUT017
FDO38,1386,OUT046
FDV52,2671,OUT027
FDB32,1736,OUT013
FDV43,523,OUT018
FDI24,2882,OUT018
FDR40,1600,OUT017
FDW02,3065,OUT049
FDE44,975,OUT049
FDL38,1651,OUT046
NCT54,319,OUT010
DRJ39,552,OUT010
FDW55,4020,OUT049
DRF13,368,OUT019
NCW17,1814,OUT049
FDP13,1020,OUT035
FDS08,2010,OUT018
NCP17,1155,OUT035
NCO53,2724,OUT035
FDH19,2568,OUT045
FDJ04,1652,OUT017
FDG10,955,OUT049
FDA40,182,OUT010
FDI53,2511,OUT045
FDU09,-41,OUT010
FDK60,1493,OUT045
FDR43,871,OUT017
FDW22,3947,OUT017
DRP47,418,OUT010
DRG48,104,OUT010
FDA14,2882,OUT035
FDU49,1625,OUT013
FDK28,4970,OUT045
FDT19,3244,OUT046
NCQ42,1461,OUT045
FDD03,3805,OUT045
NCM53,1796,OUT013
NCX53,2804,OUT045
FDV14,2737,OUT027
NCZ54,3031,OUT017
FDB39,768,OUT013
DRC24,2462,OUT046
FDY36,1615,OUT013
FDN01,2671,OUT035
DRH25,574,OUT046
FDV08,627,OUT046
NCP53,4073,OUT049
FDU52,439,OUT010
NCI42,3537,OUT045
FDZ14,1830,OUT035
FDF11,3332,OUT046
FDQ13,1283,OUT018
FDO32,-13,OUT010
DRJ37,2651,OUT018
FDY43,2829,OUT046
NCT41,2723,OUT017
NCV17,2173,OUT045
FDM04,1438,OUT027
DRB48,626,OUT018
FDM24,2579,OUT013
FDT37,3924,OUT049
NCO05,291,OUT010
FDL13,3933,OUT046
FDL15,2700,OUT017
FDB11,3225,OUT018
FDL14,445,OUT019
FDY10,393,OUT019
FDJ40,1671,OUT049
NCW18,3825,OUT046
NCY06,1690,OUT013
DRE13,1400,OUT018
FDA26,3904,OUT045
NCE19,-1,OUT010
FDE33,1875,OUT035
DRL59,1445,OUT027
FDY07,605,OUT046
FDF57,2410,OUT018
FDM58,1849,OUT035
FDP26,2737,OUT027
FDY32,3173,OUT046
FDD51,-122,OUT010
FDU22,1504,OUT018
FDZ49,3226,OUT018
NCI42,3752,OUT017
FDT04,1415,OUT027
NCU41,2976,OUT045
FDS56,3567,OUT045
NCN42,3075,OUT017
FDK34,3898,OUT046
FDB03,3990,OUT017
DRJ25,907,OUT035
FDT25,2732,OUT027
FDN20,2639,OUT013
FDP09,3742,OUT013
FDM20,536,OUT019
NCG55,1682,OUT046
NCP14,1792,OUT045
NCH06,3667,OUT046
FDV52,1590,OUT013
NCL07,923,OUT035
DRJ11,4457,OUT027
DRO59,1710,OUT013
FDW15,480,OUT010
NCQ30,1799,OUT035
NCN54,335,OUT019
FDY01,2731,OUT027
FDX39,4126,OUT035
FDH53,2671,OUT027
FDA57,941,OUT035
NCC07,281,OUT010
FDU28,2599,OUT013
FDK36,-141,OUT010
FDR36,781,OUT018
NCQ17,3133,OUT035
FDS28,-140,OUT019
FDE08,2638,OUT045
FDU22,1795,OUT046
FDG41,1447,OUT045
FDO31,67,OUT010
FDM21,631,OUT019
FDU40,2612,OUT017
FDV36,1372,OUT018
FDT10,1537,OUT027
FDX38,682,OUT045
NCU30,4524,OUT027
NCV06,3118,OUT049
FDT16,4263,OUT035
NCP41,2765,OUT027
FDZ56,2824,OUT017
FDC22,2836,OUT035
FDU10,755,OUT035
FDS46,1650,OUT045
FDO08,2790,OUT049
NCV42,1519,OUT018
FDP33,3914,OUT035
FDJ12,3800,OUT046
FDH04,1646,OUT045
NCU54,3674,OUT013
FDO36,506,OUT010
FDT37,5919,OUT027
FDD14,306,OUT010
FDA16,4057,OUT013
NCS42,335,OUT019
FDP10,393,OUT019
FDQ28,2828,OUT049
FDK57,146,OUT010
FDK02,1694,OUT013
FDW47,1464,OUT018
NCC42,2319,OUT018
FDQ37,2974,OUT018
FDL40,1548,OUT046
DRE13,137,OUT010
FDQ34,2853,OUT027
NCB54,1794,OUT046
FDS48,2818,OUT049
FDO15,1498,OUT045
NCT30,759,OUT013
FDU49,2731,OUT027
FDE21,1727,OUT046
FDS49,261,OUT019
FDT38,2737,OUT027
FDZ01,1585,OUT045
FDC41,1840,OUT035
DRG13,385,OUT010
NCZ42,3193,OUT018
NCM07,1494,OUT045
NCV17,2021,OUT018
DRK39,1684,OUT035
FDS37,1447,OUT018
FDV12,259,OUT019
NCG19,3145,OUT018
FDS51,866,OUT013
NCO14,787,OUT046
FDC38,1736,OUT046
FDN15,2651,OUT046
NCH42,3926,OUT013
FDQ22,850,OUT046
FDC05,2789,OUT013
FDZ31,2829,OUT013
DRJ23,2620,OUT049
FDC52,2796,OUT035
DRD12,143,OUT010
FDV55,2775,OUT017
FDD32,1856,OUT046
FDR01,3114,OUT049
FDY08,432,OUT019
FDQ45,2648,OUT045
DRN11,4457,OUT027
NCS05,1395,OUT018
FDY32,3206,OUT035
NCD31,2875,OUT045
NCE06,2288,OUT049
NCP14,1766,OUT046
NCF18,451,OUT019
FDF14,2515,OUT018
FDB22,2894,OUT017
NCH54,2992,OUT049
FDU27,838,OUT035
FDS58,4565,OUT027
NCU29,2915,OUT035
FDJ57,2408,OUT013
FDL56,1723,OUT049
FDH60,3087,OUT035
FDN24,404,OUT018
FDD02,1591,OUT017
FDP15,3800,OUT017
FDB28,4488,OUT027
DRC49,2566,OUT045
NCG30,1661,OUT018
FDJ14,1739,OUT049
FDL52,558,OUT045
NCG19,5777,OUT027
NCN41,1900,OUT035
FDW22,3778,OUT013
FDI02,1765,OUT013
FDV51,2491,OUT045
FDV48,1713,OUT046
NCL17,335,OUT019
FDP46,1699,OUT045
FDU10,587,OUT045
FDT37,678,OUT010
FDI27,1051,OUT035
FDN51,3734,OUT046
FDW07,1754,OUT035
FDN45,3737,OUT049
DRN37,4490,OUT027
DRF48,2349,OUT049
FDP38,-110,OUT019
NCX18,4524,OUT027
FDK45,1569,OUT018
FDZ37,1812,OUT049
FDS50,3794,OUT018
NCR54,2375,OUT018
NCS17,2045,OUT035
FDV31,2702,OUT046
DRE27,1560,OUT017
FDN60,2932,OUT013
FDK26,3072,OUT013
FDX37,1294,OUT018
FDW31,2841,OUT046
FDX26,2672,OUT018
DRL49,368,OUT019
FDU49,1799,OUT017
FDY58,3667,OUT046
FDN03,3832,OUT045
NCV06,622,OUT010
FDH53,1500,OUT045
FDG31,595,OUT018
NCC06,1782,OUT045
FDS13,3753,OUT049
FDP16,4199,OUT035
FDA35,1777,OUT013
DRP47,3059,OUT018
FDY28,441,OUT010
FDY20,1782,OUT035
NCH30,1785,OUT017
NCR29,62,OUT019
NCP05,2536,OUT013
NCF30,335,OUT019
FDA08,2690,OUT035
FDN51,6068,OUT027
FDH12,1618,OUT046
FDY39,3430,OUT017
NCO53,2545,OUT045
FDB40,2750,OUT046
FDH02,1717,OUT049
FDY11,1485,OUT027
FDQ09,393,OUT019
FDP16,3984,OUT013
NCF55,505,OUT018
FDY09,4531,OUT027
FDY39,3354,OUT045
NCU53,2466,OUT049
NCT41,2711,OUT049
FDJ45,1244,OUT046
FDR28,2787,OUT013
FDN08,1725,OUT013
FDJ07,1738,OUT049
FDZ09,4531,OUT027
FDQ14,2805,OUT017
FDY12,1485,OUT027
FDK57,1549,OUT046
FDD20,1723,OUT049
FDS36,1838,OUT018
FDI40,1666,OUT049
FDJ40,1645,OUT045
FDE08,2586,OUT013
DRK01,1572,OUT013
FDC58,694,OUT049
FDE50,2765,OUT046
FDX48,2814,OUT035
DRM35,2701,OUT018
FDG41,1482,OUT013
FDB52,3607,OUT046
FDV19,2841,OUT045
DRG48,2329,OUT017
FDI26,2736,OUT013
FDU11,311,OUT019
FDF59,151,OUT019
FDR07,1675,OUT049
NCE06,2102,OUT017
FDE10,1706,OUT046
NCO55,1668,OUT046
FDZ13,736,OUT013
FDT50,1634,OUT017
FDH12,236,OUT010
FDD21,1815,OUT045
NCM05,4281,OUT013
FDK04,399,OUT013
FDN33,1434,OUT017
NCM18,5,OUT010
DRC25,1559,OUT049
FDT47,2147,OUT017
FDD45,2951,OUT027
NCD07,1609,OUT018
NCY54,406,OUT010
FDL12,885,OUT049
FDL02,1849,OUT017
FDC60,1980,OUT035
FDR37,2885,OUT017
FDY16,2859,OUT017
FDU26,1561,OUT045
FDN24,742,OUT013
FDH44,2673,OUT013
FDE23,-67,OUT010
FDW60,3100,OUT017
FDQ55,1734,OUT049
FDV32,1724,OUT027
FDV03,395,OUT010
FDY14,1077,OUT010
NCL55,5837,OUT027
DRF25,863,OUT017
FDX03,679,OUT046
FDF40,3868,OUT045
FDX24,142,OUT010
FDA25,1572,OUT049
FDH21,3008,OUT018
FDB47,424,OUT010
FDT34,393,OUT019
FDS39,428,OUT010
NCU05,1698,OUT046
FDE02,1660,OUT049
FDL25,1625,OUT035
FDC50,1659,OUT049
FDZ32,1844,OUT049
FDV14,1629,OUT045
FDR07,1351,OUT045
FDB26,856,OUT049
NCR50,2933,OUT045
FDP01,2662,OUT018
FDH57,1654,OUT045
FDM60,1485,OUT027
FDA45,2937,OUT017
FDU55,4259,OUT017
FDH40,1584,OUT035
FDG40,-163,OUT019
FDT12,3697,OUT049
DRL59,763,OUT045
FDT47,1673,OUT018
FDI60,997,OUT017
DRF51,1476,OUT027
NCK31,921,OUT049
FDB08,2515,OUT045
FDM44,1815,OUT035
FDD46,2513,OUT018
FDR27,286,OUT019
FDV56,259,OUT010
FDM02,1658,OUT049
FDU45,1602,OUT018
FDZ10,1843,OUT017
NCK31,14,OUT010
FDR27,1838,OUT035
FDF33,1265,OUT013
FDJ36,1504,OUT046
FDP33,3769,OUT049
FDG17,4293,OUT046
FDG47,5306,OUT027
NCW29,1847,OUT046
DRH59,1873,OUT017
FDR32,4014,OUT017
FDP48,3119,OUT035
FDG17,4258,OUT035
DRJ59,749,OUT017
FDY48,2447,OUT027
FDB02,2697,OUT046
FDN10,393,OUT019
NCD55,966,OUT035
FDX34,1970,OUT013
FDZ38,2724,OUT045
DRF37,4310,OUT049
DRL47,361,OUT019
FDL27,711,OUT035
NCP53,4309,OUT035
FDT03,436,OUT019
FDJ28,2851,OUT035
FDF40,3509,OUT018
FDA32,4017,OUT035
NCP02,727,OUT017
FDZ31,2820,OUT045
NCQ29,4020,OUT013
FDP57,302,OUT010
FDL32,2950,OUT027
DRB01,2669,OUT035
FDJ40,1635,OUT046
FDO24,2417,OUT018
FDO11,4506,OUT018
FDA56,1925,OUT035
FDF02,1516,OUT045
FDA10,1569,OUT013
NCI55,1866,OUT017
FDZ40,-162,OUT010
FDV08,704,OUT049
FDN48,1630,OUT013
FDU57,2894,OUT017
DRF49,1630,OUT013
FDS02,2771,OUT035
FDS43,2577,OUT046
FDT16,3992,OUT013
FDX19,6473,OUT027
FDK15,1703,OUT046
DRA12,2783,OUT049
FDY35,905,OUT017
NCU42,2744,OUT013
FDD26,2854,OUT013
FDR11,2397,OUT018
NCP53,3887,OUT045
FDP34,2770,OUT045
NCV41,455,OUT019
FDN20,2519,OUT018
FDZ16,2651,OUT018
FDZ28,1783,OUT049
NCL55,3882,OUT013
NCJ17,1900,OUT046
FDT37,3825,OUT046
FDV51,2622,OUT049
FDZ28,1903,OUT035
FDN27,1180,OUT013
FDS14,416,OUT019
FDZ58,1687,OUT045
FDD46,2823,OUT046
FDJ03,893,OUT035
FDU03,306,OUT010
FDA33,4531,OUT027
NCW53,2580,OUT035
NCC55,905,OUT017
FDP52,658,OUT019
FDE39,1659,OUT049
FDB44,3421,OUT035
FDG59,629,OUT013
FDI05,1466,OUT013
FDF59,1538,OUT045
FDM39,416,OUT019
FDB14,1685,OUT013
NCS05,455,OUT019
DRJ35,681,OUT045
FDO31,324,OUT019
FDA31,2754,OUT046
FDX40,785,OUT049
FDW56,3173,OUT045
FDH09,961,OUT018
FDA52,392,OUT019
FDF20,398,OUT019
FDE40,947,OUT046
NCU17,1904,OUT046
NCP14,1970,OUT035
FDN25,1850,OUT027
FDU39,968,OUT049
NCM05,4144,OUT017
FDU07,2820,OUT017
FDF28,1668,OUT049
FDR57,2320,OUT049
FDJ33,1628,OUT013
DRH23,1026,OUT035
FDQ52,4420,OUT046
DRK13,2840,OUT035
FDP09,3676,OUT046
FDR08,2951,OUT027
FDV50,1401,OUT045
FDT13,2975,OUT049
FDJ27,2774,OUT027
FDH21,3078,OUT046
FDW14,2736,OUT027
FDL52,742,OUT049
FDW28,2815,OUT017
FDL40,1485,OUT049
FDE24,2770,OUT046
FDX35,3897,OUT049
FDP46,1855,OUT017
FDX56,4159,OUT045
FDQ45,2770,OUT049
FDK50,4483,OUT027
FDY26,3554,OUT045
FDQ09,1707,OUT017
FDN39,2671,OUT049
FDP13,990,OUT017
FDR51,2717,OUT013
FDZ49,460,OUT010
FDL28,3532,OUT018
FDZ10,1890,OUT035
FDK38,2698,OUT013
DRL49,4490,OUT027
FDR15,2858,OUT013
FDQ24,3950,OUT035
FDD56,2817,OUT013
NCR42,407,OUT046
FDH52,604,OUT045
FDH57,325,OUT019
FDR15,457,OUT010
FDJ34,1598,OUT035
FDW37,1766,OUT035
FDQ23,1559,OUT018
FDP34,2863,OUT013
FDE04,4462,OUT027
FDC48,1549,OUT045
FDA47,444,OUT019
FDI35,2975,OUT018
NCV05,2324,OUT013
FDR28,2690,OUT045
FDH31,1757,OUT017
FDP59,268,OUT019
FDS19,1449,OUT018
FDM60,701,OUT045
FDJ44,2573,OUT018
DRH51,1684,OUT017
DRC25,1572,OUT017
DRE25,1621,OUT013
NCX05,1686,OUT049
FDR11,2710,OUT017
DRP47,3524,OUT045
DRC49,368,OUT019
FDQ47,1504,OUT027
FDL20,1672,OUT013
FDM34,1830,OUT035
NCN55,4059,OUT013
FDD41,1765,OUT035
FDE52,1735,OUT049
NCT18,451,OUT019
FDJ32,638,OUT018
FDE16,3845,OUT046
FDZ09,2789,OUT045
DRZ11,1444,OUT046
FDK41,1482,OUT049
FDE56,888,OUT049
FDH34,2771,OUT013
DRI49,1641,OUT013
DRI59,3882,OUT046
DRC36,2877,OUT049
FDS15,286,OUT019
FDI07,2559,OUT018
FDZ15,1401,OUT018
NCX41,5950,OUT027
NCO29,335,OUT019
FDF57,2722,OUT013
FDI33,1750,OUT035
DRJ47,2620,OUT049
FDB34,1816,OUT046
FDY22,4565,OUT027
DRL11,2849,OUT017
FDY46,2665,OUT035
FDG17,4291,OUT013
FDE52,1531,OUT018
DRP47,5556,OUT027
FDO01,232,OUT010
FDL09,2480,OUT046
FDR57,2375,OUT013
DRD37,817,OUT035
FDQ36,1485,OUT027
FDL33,2788,OUT049
FDL48,811,OUT045
FDL28,4020,OUT049
NCN29,882,OUT046
FDO13,2505,OUT035
FDB38,2678,OUT045
FDI36,2830,OUT035
FDI58,1837,OUT035
FDH22,1655,OUT018
FDQ27,1836,OUT013
FDT33,2483,OUT046
FDC56,1662,OUT045
FDF14,2855,OUT046
FDQ39,3150,OUT017
NCM43,2736,OUT017
FDS46,1844,OUT035
FDI22,3970,OUT049
NCE43,2827,OUT045
FDZ36,546,OUT010
FDR13,260,OUT019
FDP46,1497,OUT018
FDW56,398,OUT019
FDB40,2880,OUT017
FDM28,2415,OUT018
FDV49,3954,OUT013
NCS53,2144,OUT018
FDO03,4030,OUT049
FDT15,2970,OUT035
FDD33,3989,OUT049
FDX13,3980,OUT017
FDH60,2857,OUT013
DRH51,1580,OUT046
NCL07,875,OUT049
FDW51,3433,OUT045
FDF21,432,OUT019
FDH26,445,OUT019
FDJ03,833,OUT049
FDU35,1653,OUT017
DRL01,3745,OUT018
FDE59,708,OUT045
FDI60,1022,OUT035
DRH39,1501,OUT035
FDK36,765,OUT049
FDN52,1354,OUT045
FDU12,3758,OUT017
NCT05,5950,OUT027
FDS37,2732,OUT027
FDK24,859,OUT017
DRF36,2771,OUT013
FDN46,328,OUT010
NCN06,2819,OUT045
FDD59,1642,OUT035
FDM14,1565,OUT045
FDO10,642,OUT018
FDU35,1747,OUT013
NCA30,2519,OUT018
NCO41,1736,OUT049
FDI24,3094,OUT046
FDZ16,2919,OUT046
FDV47,1590,OUT046
FDV16,556,OUT045
FDZ22,1664,OUT035
FDO20,716,OUT010
FDW38,782,OUT013
FDW52,2690,OUT045
FDT43,-123,OUT019
NCS29,3822,OUT045
NCC31,2961,OUT017
FDA21,2933,OUT017
FDQ55,1711,OUT046
NCE54,1469,OUT049
FDD45,1690,OUT017
NCP17,957,OUT017
FDR47,2977,OUT035
DRM35,2919,OUT013
FDR47,592,OUT019
FDX19,629,OUT010
FDV22,4565,OUT027
FDQ46,2853,OUT027
DRO47,1604,OUT045
FDB44,93,OUT010
FDN02,769,OUT010
FDW10,3469,OUT045
FDJ41,636,OUT019
FDM50,791,OUT046
FDW10,3818,OUT035
FDY48,1603,OUT049
NCE30,5777,OUT027
FDO04,538,OUT045
FDQ26,-85,OUT010
NCX29,2427,OUT018
FDE39,1596,OUT046
NCR54,4524,OUT027
NCP55,1389,OUT027
FDX22,3988,OUT017
FDI05,1615,OUT035
FDC51,2736,OUT027
FDC10,1615,OUT013
FDJ46,2606,OUT045
FDV10,-41,OUT010
FDX12,5933,OUT027
FDL43,287,OUT019
DRB13,2833,OUT046
FDF59,2615,OUT027
FDT35,2852,OUT049
NCJ19,904,OUT035
FDT35,2637,OUT018
FDI48,587,OUT046
DRC24,368,OUT019
NCZ05,1693,OUT017
FDJ57,2630,OUT049
FDX11,2908,OUT017
FDE09,1777,OUT035
NCK06,1875,OUT049
DRE37,2809,OUT017
FDV56,1649,OUT046
FDY43,2929,OUT017
FDV35,2757,OUT013
FDF05,636,OUT019
FDA36,2668,OUT035
FDS13,5919,OUT027
FDU47,2758,OUT013
FDI36,449,OUT010
FDH48,1549,OUT046
FDZ14,1634,OUT013
FDS46,1749,OUT013
FDE21,1762,OUT017
FDA26,4069,OUT049
FDV12,1732,OUT046
FDL46,393,OUT019
FDN57,2325,OUT013
NCJ18,1885,OUT017
FDO36,2779,OUT045
FDX55,3415,OUT018
FDT25,261,OUT019
FDD16,1640,OUT049
NCX18,2833,OUT013
NCG55,1512,OUT018
NCV18,2029,OUT049
NCS18,1921,OUT035
FDC37,1458,OUT045
FDE47,1639,OUT046
DRG49,544,OUT019
FDC39,3659,OUT049
FDH24,375,OUT019
FDV39,4526,OUT027
NCL17,2409,OUT045
NCY53,2169,OUT035
FDH52,647,OUT013
NCD19,586,OUT018
FDI44,1650,OUT046
DRD49,5923,OUT027
FDN08,1937,OUT035
FDO20,6495,OUT027
FDY02,3695,OUT046
FDX23,1367,OUT045
FDX01,1636,OUT017
FDH20,2950,OUT027
NCX41,4117,OUT017
FDD21,2950,OUT027
DRH11,-64,OUT019
DRE60,3557,OUT018
FDB10,3832,OUT013
FDH38,1983,OUT013
NCL07,554,OUT018
FDD48,1694,OUT046
NCT54,2821,OUT027
FDF32,4701,OUT027
DRH51,1541,OUT045
DRG03,2741,OUT035
NCY42,451,OUT019
FDH32,1762,OUT017
NCJ06,2821,OUT027
FDH47,2614,OUT027
FDZ08,1428,OUT018
FDK16,1603,OUT017
DRG01,1440,OUT018
NCM53,2765,OUT027
NCB07,2853,OUT035
NCZ06,3860,OUT035
FDU48,1889,OUT049
NCB55,1504,OUT027
FDP15,3735,OUT013
FDF17,2658,OUT046
NCN06,3119,OUT049
